0.0022198,-0.00083857,0,0.00045628,-0.00016032,-0.00017265,-0.00020964,-4.9328e-05,0.00032063,-4.9328e-05,-0.00053027,0,0.0002713,-0.00029597,-0.0003083,0.00051794,-0.00024664,0.00065359,-1.2332e-05,-0.0002713,1.2332e-05,-0.00023431,0.00013565,0,0.00038229,-0.00041929,0.00014798,-2.4664e-05,-0.00041929,0.00013565,-0.00033296,-0.00045628,0.00064126,-1.2332e-05,-0.00050561,0.00018498,-2.4664e-05,-0.00054261,-0.0003083,0.00077691,-0.00041929,0.00053027,-0.00029597,0.00017265,-2.4664e-05,-0.00038229,-7.3992e-05,0.00049328,-0.00025897,-9.8656e-05,0.00022691,-1.2332e-05,-0.0002787,0.00023677,0.00013072,-0.00040695,1.7265e-05,0.00043655,-0.00036503,-4.6861e-05,7.6458e-05,-0.00016278,0.00024417,-0.00018251,-0.00038722,0.00012332,9.3723e-05,-0.00024171,0.00027624,-6.9059e-05,-3.9462e-05,-4.9328e-05,-0.00028857,0.00025404,0.00018498,-5.6727e-05,-0.00054261,-0.00016278,0.00021458,0.00037982,-9.3723e-05,-6.9059e-05,0.00037489,-0.00033543,0.00016278,7.3992e-06,0.00012332,4.4395e-05,7.8925e-05,0.00032556,-0.00023677,5.9193e-05,-0.00018991,0.00049081,3.2063e-05,4.9328e-05,0.00010112,-8.6324e-05,0.00021704,0.00010359
-0.00083857,0.0023381,-0.00065359,-0.00012825,0.00010605,0.00076212,-0.00020471,-0.00029843,-0.00027377,0.00013319,-1.7265e-05,0.00024664,-0.00012825,-0.00017511,0.00040695,5.6727e-05,-0.00020964,-0.00025404,-3.4529e-05,-4.4395e-05,0.00015785,0.00036749,-0.00027377,0.00013565,-0.0005944,-0.00013812,-0.00011592,0.00022691,-0.00012579,0.00067579,-3.2063e-05,-0.00021704,-0.0003379,0.00054507,-0.00054014,0.00024664,0.00021458,-0.00010112,0.00028364,-0.00013072,-3.9462e-05,-3.2063e-05,0.00042915,-3.4529e-05,-6.9059e-05,0.0005574,-0.00036749,-0.00012332,0.00079171,-0.00049821,0.00035023,-0.00033543,0.00020471,7.3992e-05,4.9328e-06,0.00018991,0.00014798,-2.4664e-06,-3.4529e-05,0.00011099,0.00019238,7.3992e-06,-0.00018745,5.4261e-05,0.00057714,-0.00020471,-7.8925e-05,0.00022691,5.9193e-05,-0.00031323,4.4395e-05,2.2198e-05,-9.1257e-05,8.3857e-05,-0.00035516,-0.00011345,-3.4529e-05,0.00015292,-4.9328e-06,-0.00021211,-0.00017511,-9.8656e-06,-3.6996e-05,0.00036503,-6.9059e-05,-0.00015292,0,0.00015785,-0.00016525,-0.00026884,0.00036256,-0.00019238,0.00019484,-0.00018498,0.00012085,1.2332e-05,-0.00015538,0.00020718,-0.00030337,0.00025404
0,-0.00065359,0.0016032,2.4664e-05,-0.00065359,0.00032063,-8.6324e-05,0.00013565,0.00019731,1.2332e-05,-0.00022198,0.00012332,0.00014798,0.00013565,-0.00049328,0.00045628,0.0003083,-2.4664e-05,0.00017265,-0.00014798,-0.00017265,7.3992e-05,1.2332e-05,-0.0003083,0.00050561,0.00025897,-0.00034529,-0.00039462,0.00025897,-0.00029597,-8.6324e-05,0.00022198,0.00020964,-0.00025897,0.00035763,-0.00036996,0.00022198,0.00013565,-0.00049328,0.00028364,0.00013565,-2.4664e-05,0.00032063,-0.00050561,0.00034529,-0.00019731,0.00017265,0,-1.2332e-05,-9.8656e-05,-0.00010359,2.713e-05,-3.4529e-05,0.00020224,2.9597e-05,-0.00014058,-0.00015785,2.4664e-05,4.9328e-05,-9.6189e-05,0.00012825,2.2198e-05,0.0003083,-0.00017511,-2.4664e-06,-3.9462e-05,-3.2063e-05,-3.4529e-05,-0.00011592,0.00016278,-6.4126e-05,-9.3723e-05,-0.00019731,7.3992e-05,0.00011099,0.00017511,7.6458e-05,0.00015538,-0.00023184,-1.9731e-05,5.4261e-05,0.00010852,0.00020224,-0.00043902,4.9328e-06,1.7265e-05,0.00013565,-0.00026637,9.6189e-05,0.00033296,-0.00034776,0.00014798,0.00020964,-0.0003379,0.00016525,-3.4529e-05,-0.00018498,8.6324e-05,0.0002639,-0.00035763
0.00045628,-0.00012825,2.4664e-05,0.0022148,-0.00081884,-0.00010112,0.00028857,-0.00042175,0.00021951,-0.00023677,-0.00020224,0.00067826,-0.00043655,0.00050314,9.8656e-05,0.00024171,0.00022198,0.00011592,-3.4529e-05,0.0002639,-8.879e-05,-6.4126e-05,9.6189e-05,-0.00023431,-3.9462e-05,-0.00019978,-5.4261e-05,-0.00014305,0.00012085,-2.4664e-06,0.00021458,-0.00021704,-0.00015292,0.00011345,1.4798e-05,-0.00012332,-0.00021704,2.2198e-05,9.8656e-05,0.00036256,-0.00022444,-9.3723e-05,-0.0005574,0.00089037,-0.00074732,0.00031077,-0.00012085,0,-0.00019484,-0.00018991,0.0003305,-0.00019238,-0.0003231,0.00018498,0.00017265,-2.713e-05,-0.00020964,0.00027624,0.00021211,-0.00046861,5.9193e-05,0.00017265,-7.3992e-05,-0.00023431,-9.8656e-06,-0.00024171,0.00035269,-0.00010605,5.6727e-05,-3.2063e-05,0.00030583,-0.000587,-0.00017758,0.0002713,-0.00011345,-0.00019484,3.2063e-05,-0.00018251,-4.9328e-06,4.9328e-05,3.4529e-05,0.00013072,-0.00027624,-0.00032063,0.00017758,-9.8656e-05,-6.4126e-05,-2.4664e-06,0.00022444,-0.00026884,-1.7265e-05,0.00012332,-0.0002565,9.6189e-05,0.00022937,-5.1794e-05,0.00024664,0.00020964,6.9059e-05,-0.00046122
-0.00016032,0.00010605,-0.00065359,-0.00081884,0.001851,-0.00060057,-0.00013072,0.00058947,-0.00058823,9.6189e-05,0.00061783,-0.00067826,-7.8925e-05,-0.00024294,6.166e-06,-1.7265e-05,-0.00045628,-8.7557e-05,0.00024911,-0.00018621,0.00033666,0.00011469,-3.3296e-05,0.00022814,-0.00010729,-0.00023677,0.00039586,0.00023924,-0.00025527,-7.0292e-05,0.00028857,-0.00014305,-0.00016525,2.713e-05,-7.1525e-05,-0.00024664,0.00028857,0.00020101,0.00016032,-0.00036503,0.00017018,0.00016525,-0.00025527,-5.9193e-05,-0.00021088,0.00013195,0.00031693,0,-0.00046615,0.00016771,-3.8229e-05,-0.00010975,0.00010729,-6.0427e-05,-0.00017388,-0.00011715,0.00030213,-0.00016895,-0.00014922,0.00020594,-0.00011469,0.00015168,-1.6032e-05,0.00011715,-1.6032e-05,0.00023061,1.3565e-05,-0.00010975,9.0023e-05,-1.2332e-06,2.3431e-05,0.00024541,0.00034653,-0.00023061,0.00023801,0.00011962,-0.0002972,0.00017388,0.00024541,-0.00016895,0.0003268,-0.00038352,4.5628e-05,0.00052904,-0.00010729,-0.00012949,-4.8095e-05,0.00022321,6.2893e-05,-0.00017141,7.7691e-05,-0.00012209,-0.0003416,0.00016402,-4.5628e-05,-0.00012949,-0.00010975,0.00020348,-7.7691e-05,0.00025034
-0.00017265,0.00076212,0.00032063,-0.00010112,-0.00060057,0.0024282,-0.00083611,-0.00035269,0.00055371,-0.00016771,-0.00047725,0.00073992,-0.00034776,4.8095e-05,8.0158e-05,-0.00034776,0.00048095,-0.00015168,-0.00039956,0.00023061,6.0427e-05,0.0003194,6.0427e-05,-0.00024047,0.00020841,4.9328e-06,-0.00046491,0.00039709,-0.00017388,0.00038106,0.00042175,-0.00062646,-0.00011345,0.00035269,-0.00055987,0.00024664,5.1794e-05,-0.00028487,-0.00044395,-0.00018251,0.00036256,0.00023677,0.00056604,-2.9597e-05,-0.00015168,0.00011222,-0.00025774,0.00018498,0.00090763,-0.00040942,0.00010975,1.1099e-05,-7.2759e-05,0.00019115,-0.00013688,-0.00012455,0.00013688,-3.5763e-05,-0.00011469,2.0964e-05,0.00010975,-0.00024787,0.00032926,7.7691e-05,0.00020101,-0.00014922,0.00014182,0.000275,-0.00027254,0.00011469,-9.249e-05,-0.00017881,-0.00016402,0.00037119,-0.00027254,-9.4956e-05,0.00024047,4.5628e-05,5.796e-05,2.3431e-05,-0.00038846,0.00027007,-8.6324e-06,-0.00015662,-0.00021581,9.4956e-05,5.0561e-05,0.00033666,-0.00036873,5.0561e-05,0.00018375,-1.2332e-06,0.00017388,-9.4956e-05,4.5628e-05,0.00026514,-0.00038352,0.00016895,3.3296e-05,-5.796e-05
-0.00020964,-0.00020471,-8.6324e-05,0.00028857,-0.00013072,-0.00083611,0.0015242,-0.0003305,-0.00054014,0.00016278,0.00011592,-6.166e-05,4.1929e-05,0.00010112,8.6324e-05,0.00041189,-0.00022198,-9.1257e-05,0.00054014,0.0003157,1.4798e-05,-0.0002565,1.4798e-05,4.9328e-05,8.879e-05,-0.00012085,0.00021458,-0.00020224,0.00036009,-0.0005648,-4.9328e-06,0.00048835,-0.00011839,-0.00022444,0.00049081,0.00018498,-6.6593e-05,-0.00021951,0.00039462,0.00034036,-0.00021951,-0.00043655,-0.00031816,-7.6458e-05,3.2063e-05,-5.1794e-05,9.8656e-06,0,-0.0002861,0.00028857,-0.00014058,0.00010112,0.00013319,-0.00036256,0.00018498,0.00028117,7.1525e-05,-9.8656e-06,-7.1525e-05,0.00017511,-9.3723e-05,5.9193e-05,-6.166e-05,-8.3857e-05,1.4798e-05,-0.00017758,8.6324e-05,-0.00015785,0.00027377,9.8656e-06,-0.00017018,0.00015292,-2.4664e-06,-0.00016771,-4.1929e-05,0.00015785,0.00015045,-0.00039709,-0.00015538,0.00030337,-0.00014058,-0.00012085,-0.00017018,0.00011345,-0.0002639,8.6324e-05,-0.00010852,-1.9731e-05,0.00016032,-0.00032556,7.8925e-05,6.4126e-05,-5.1794e-05,8.1391e-05,-0.00021704,9.8656e-05,7.6458e-05,9.8656e-06,-0.00010359,7.3992e-05
-4.9328e-05,-0.00029843,0.00013565,-0.00042175,0.00058947,-0.00035269,-0.0003305,0.0018301,-0.00037736,-0.00032803,0.00052781,-0.0006166,0.00050314,0.00016525,-0.00032063,0.00019484,-0.00038229,0.00013812,-0.00011592,-0.00040449,-7.3992e-06,0.00018991,-0.00013072,0.00040695,7.8925e-05,2.9597e-05,-0.00038476,0.00022444,-0.00036503,6.6593e-05,-5.9193e-05,6.4126e-05,5.9193e-05,-0.00010359,3.2063e-05,-0.0003083,0.00037243,1.7265e-05,-0.00050561,0.00019978,0.00044888,-5.9193e-05,-0.00011839,6.9059e-05,-0.00017018,-0.00018991,0.00030337,0.00024664,1.9731e-05,-5.1794e-05,1.9731e-05,-4.9328e-06,0.00011839,0.00028117,-0.00020964,-0.00020964,0.00021211,-0.00021458,0.00022691,0.00012085,-0.00015292,0.0003231,0.00012332,-0.00021211,1.4798e-05,0.00026884,-2.9597e-05,-0.00022937,2.9597e-05,5.4261e-05,0.00011592,0.00012825,-5.9193e-05,0.00017018,0.00032063,-6.9059e-05,6.166e-05,0.00036503,-4.9328e-05,0.00022937,0.00030337,-0.00041435,-6.4126e-05,0.00016771,-0.00032556,-0.00022691,0.00018498,-0.00010605,0.00038722,-9.1257e-05,-0.00015292,-6.9059e-05,-6.6593e-05,-9.8656e-05,-6.166e-05,0.0003157,-0.00043655,-2.713e-05,0.00012332,-0.00014305
0.00032063,-0.00027377,0.00019731,0.00021951,-0.00058823,0.00055371,-0.00054014,-0.00037736,0.0017622,-0.00050068,-0.00064989,0.00036996,9.6189e-05,-9.9889e-05,-0.00016648,-2.713e-05,0.00017265,0.00020594,-0.00031323,0.00027994,0.00022074,0.00010975,-8.7557e-05,6.166e-06,-6.2893e-05,-1.9731e-05,-2.0964e-05,0.00019978,-0.00013688,0.00060303,-0.00039216,-0.00014552,0.00039216,0.00025404,-0.00041189,0.00024664,-0.00051548,0.00012209,-1.2332e-05,-7.1525e-05,-0.00021704,-2.2198e-05,0.00017141,-4.9328e-06,0.00014428,-0.00060303,0.00013688,0.00018498,0.00013072,-0.00021211,0.00014428,-4.0695e-05,1.8498e-05,5.5494e-05,-7.2759e-05,1.3565e-05,-0.00032433,6.0427e-05,0.00012209,-0.00018128,-9.249e-05,-0.00024787,0.00017635,0.00010482,0.00020594,-5.0561e-05,-3.6996e-06,0.00013688,-0.00022814,-5.0561e-05,8.5091e-05,-0.00022814,1.3565e-05,-1.6032e-05,4.3162e-05,-0.00016155,0.00016402,-1.2332e-06,1.8498e-05,7.5225e-05,-0.00012949,0.00022074,0.00010482,-0.00020594,0.00010482,0.00032926,-0.00025774,0.00026514,-0.00014922,4.3162e-05,0.00017635,-0.00020348,0.00017141,-2.5897e-05,0.00010975,-0.00025034,0.00049205,-0.00041805,1.3565e-05,0.00021828
-4.9328e-05,0.00013319,1.2332e-05,-0.00023677,9.6189e-05,-0.00016771,0.00016278,-0.00032803,-0.00050068,0.00096683,-0.00021211,6.166e-05,-0.00036009,-0.00014305,0.00011099,7.1525e-05,-7.3992e-05,-0.00017018,-5.4261e-05,0.00015045,-0.00013072,-0.00011839,-7.3992e-06,-0.00014798,1.7265e-05,2.9597e-05,0.00023184,0.00022444,-0.00011839,-0.00030337,-0.00012085,6.4126e-05,-0.00012579,-0.00010359,0.00034036,-0.0003083,0.00024911,0.00014058,-0.00025897,-4.6861e-05,1.7265e-05,6.4126e-05,0.00025157,-0.00011592,0.00013812,5.6727e-05,0.00018005,-0.00043162,0.00020471,-0.00017511,-8.3857e-05,-3.2063e-05,-8.879e-05,-0.00016278,0.00020224,-0.00012579,0.00017758,-3.9462e-05,-9.3723e-05,4.9328e-05,6.9059e-05,-6.9059e-05,-0.00012085,-2.4664e-06,-0.00011592,8.879e-05,-0.00023431,7.3992e-05,0.00014798,-3.6996e-05,-8.3857e-05,0.00021951,-0.00019238,8.879e-05,-0.00011839,4.4395e-05,-0.00011839,1.4798e-05,-0.00020964,1.9731e-05,2.2198e-05,2.4664e-06,-0.00014305,3.4529e-05,0.00013812,0.00014798,0.00016032,-0.00038476,-0.00013072,0.00042175,-0.00014305,-0.00017265,0.00037982,-0.00013319,3.4529e-05,-8.6324e-05,-4.9328e-05,-3.6996e-05,5.6727e-05,0.00011345
